pc_timestamp,seq,esp_timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2025-11-08 17:04:15.048,174,10,0.014,-0.01,1.014,0.061,-0.061,-0.061
2025-11-08 17:04:15.048,175,10,0.012,-0.007,1.014,0.0,-0.122,-0.061
2025-11-08 17:04:15.049,176,10,0.013,-0.009,1.013,-0.061,-0.061,0.0
2025-11-08 17:04:15.050,177,10,0.012,-0.01,1.012,0.0,0.061,-0.061
2025-11-08 17:04:15.051,178,10,0.012,-0.008,1.015,0.183,0.0,-0.122
2025-11-08 17:04:15.051,179,10,0.013,-0.008,1.014,0.061,0.061,-0.122
2025-11-08 17:04:15.052,180,10,0.015,-0.01,1.012,0.0,0.061,0.0
2025-11-08 17:04:15.108,181,10,0.013,-0.009,1.014,0.061,-0.061,-0.061
2025-11-08 17:04:15.108,182,10,0.012,-0.009,1.015,0.0,-0.061,-0.061
2025-11-08 17:04:15.108,183,10,0.013,-0.01,1.013,0.0,0.122,0.0
2025-11-08 17:04:15.109,184,10,0.012,-0.01,1.013,-0.183,-0.061,0.0
2025-11-08 17:04:15.110,185,10,0.011,-0.008,1.014,-0.122,-0.061,-0.122
2025-11-08 17:04:15.168,186,10,0.013,-0.009,1.014,0.0,-0.061,0.0
2025-11-08 17:04:15.168,187,11,0.014,-0.01,1.013,0.0,0.0,0.061
2025-11-08 17:04:15.168,188,10,0.014,-0.009,1.014,0.061,-0.122,-0.061
2025-11-08 17:04:15.169,189,10,0.013,-0.01,1.014,0.061,-0.061,-0.122
2025-11-08 17:04:15.170,190,10,0.014,-0.008,1.013,-0.061,-0.183,0.061
2025-11-08 17:04:15.170,191,10,0.012,-0.008,1.014,0.061,0.061,-0.122
2025-11-08 17:04:15.229,192,10,0.012,-0.008,1.012,0.0,0.061,-0.061
2025-11-08 17:04:15.229,193,10,0.013,-0.01,1.012,-0.122,-0.061,0.0
2025-11-08 17:04:15.229,194,10,0.013,-0.01,1.013,0.061,-0.122,0.0
2025-11-08 17:04:15.230,195,10,0.013,-0.009,1.013,0.122,0.0,0.0
2025-11-08 17:04:15.230,196,10,0.012,-0.009,1.012,0.061,-0.061,-0.061
2025-11-08 17:04:15.231,197,10,0.014,-0.008,1.013,0.061,-0.061,0.244
2025-11-08 17:04:15.287,198,10,0.014,-0.009,1.012,0.183,0.061,-0.183
